bank_name,lat,long
Bank Respublika,40.59369340025972,49.67176735401153
Bank Respublika,40.99959341455489,45.63514709472656
Bank Respublika,40.672162,46.367889
Bank Respublika,40.76556625520051,47.058555483818054
Bank Respublika,40.61707081691601,47.14813590049744
Bank Respublika,40.3776982386996,47.12587355895721
Bank Respublika,41.63366365063957,46.640567779541016
Bank Respublika,39.9567968,48.9381305
Bank Respublika,40.005840046240984,48.471059054136276
Bank Respublika,41.361699691715046,48.51355969905853
Bank Respublika,41.41951149810361,46.919474601745605
Bank Respublika,39.024133994046764,48.66821885108948
Bank Respublika,38.75441794597313,48.856791257858276
Bank Respublika,40.45978893593613,49.75383996963501
Bank Respublika,41.46130798228363,48.797769248485565
Bank Respublika,40.373452166144304,49.84465985818588
Bank Respublika,40.38445298840345,49.80322911663734
Bank Respublika,40.4133593,49.9396153
Bank Respublika,40.37740777644492,49.84975611726445
Bank Respublika,40.3856335,49.8281133
Bank Respublika,40.4055418,49.8148558
Bank Respublika,40.41189494947813,49.96860980987549
Bank Respublika,40.38547946822021,49.95419293642044
Bank Respublika,40.40106916469152,49.87422823905945
Bank Respublika,40.3608186252178,49.83401149511337
Bank Respublika,40.38953409909272,49.84288209999999
Bank Respublika,39.21625701598024,48.51415812969208
Bank Respublika,40.330608,49.7836361
Kapital Bank,40.3317261,49.7814293
Kapital Bank,40.38107163735132,49.84152146574979
Kapital Bank,40.4183807,49.9124985
Kapital Bank,40.37214295893622,49.844818650842384
Kapital Bank,40.4095099423086,49.94256914321402
Kapital Bank,40.401912418946644,49.84833954584166
Kapital Bank,40.32220659807489,49.73087716163619
Kapital Bank,40.42186059408622,50.001500486483565
Kapital Bank,40.397417399094344,49.946291728975744
Kapital Bank,40.4015485097566,49.81099411880433
Kapital Bank,40.40035726266819,49.867674273080276
Kapital Bank,40.4190296184597,49.93361835214919
Kapital Bank,40.52649579855604,50.09840157508598
Kapital Bank,40.40927551957306,49.86707416971347
Kapital Bank,40.37475492597779,49.94484112235593
Kapital Bank,39.973233486691825,49.442786065417366
Kapital Bank,40.3979836,49.9501953
Kapital Bank,40.421402,49.9665222
Kapital Bank,40.37248226149035,49.81700488169915
Kapital Bank,40.40987996371933,49.80784120653588
Kapital Bank,40.39336377108836,49.8364635077574
Kapital Bank,40.386642439220005,49.956370889966045
Kapital Bank,40.370709680533324,49.84356945775485
Kapital Bank,40.38026907454943,49.83018988343833
Kapital Bank,40.417840808344934,49.93475521513684
Kapital Bank,40.372733520928904,49.947073452445615
Kapital Bank,40.48636010652908,50.1703951167884
Kapital Bank,40.400179847136464,49.85265809040034
Kapital Bank,40.38107163735132,49.84152146574979
Kapital Bank,40.42200190707761,49.84252179859974
Kapital Bank,40.47568914571012,49.9499800321653
Kapital Bank,40.41674316787991,49.965307026218376
Kapital Bank,40.38931435951659,49.80316549713975
Kapital Bank,40.326252,49.7573891
Kapital Bank,40.40418144976618,49.867596143155055
Kapital Bank,40.40335556013043,49.85094249708956
Kapital Bank,40.43374838651857,49.8431265327235
Kapital Bank,40.408145893778,49.86354423265598
Kapital Bank,40.3790725053831,49.8467612895239
Kapital Bank,40.40017143119143,49.85266439671273
Kapital Bank,40.40515301282489,49.87046310095197
Kapital Bank,40.358489390768895,49.83694735868121
Kapital Bank,40.41342843605662,49.855806701609445
Kapital Bank,40.37207628139291,49.9537959586714
Kapital Bank,40.38069245359999,49.81605818364643
Kapital Bank,40.383818102554635,49.872310206933314
Kapital Bank,40.41379,49.8543751
Kapital Bank,40.3790148903874,49.84671639465593
Kapital Bank,40.382075331303234,49.88621185236134
Kapital Bank,40.36988272352686,49.817830863394555
Kapital Bank,40.36524262990447,50.075458491283314
Kapital Bank,40.421702609732044,49.96367794540284
Kapital Bank,40.393520354288555,49.83828479946745
Kapital Bank,40.399498795811326,49.87691597924971
Kapital Bank,40.40464720418882,49.83705393384882
Kapital Bank,40.416593914146034,49.8146651496483
Kapital Bank,40.42982735633248,49.84144685638112
Kapital Bank,40.37987559086294,49.82159287532155
Kapital Bank,40.40788814633709,49.936678475796924
Kapital Bank,40.39428785345024,49.80336166202685
Kapital Bank,40.40650954852901,49.80698529180758
Kapital Bank,40.341472,49.838354
Kapital Bank,40.40510032029071,49.875314815239115
Kapital Bank,40.38678205032994,49.81607473182514
Kapital Bank,40.376433833052054,49.86371498807083
Kapital Bank,40.529354,49.998302
Kapital Bank,40.37423,49.86038
Kapital Bank,40.375883239488815,49.86329061727881
Kapital Bank,40.37596241531596,49.86352548708362
Kapital Bank,40.385062178892206,49.85065046848412
Kapital Bank,40.40962580870081,49.815461471164525
Kapital Bank,40.447706978023305,50.08580236740942
Kapital Bank,40.465855364195924,49.82833524103326
Kapital Bank,40.37647205395877,49.97786761116751
Kapital Bank,40.223317220352726,49.57708981349269
Kapital Bank,40.4528598257688,49.75130830597639
Kapital Bank,40.4493027,49.7482414
Kapital Bank,40.341404,49.8357926
Kapital Bank,40.05241232725276,47.46057999031279
Kapital Bank,40.055728073805135,47.416698816876824
Kapital Bank,40.163702081788934,47.15603666895763
Kapital Bank,40.64510186823032,47.47500157064872
Kapital Bank,41.1129723,45.44067
Kapital Bank,40.56702106182912,48.402716309069646
Kapital Bank,38.450399595441795,48.87403545346488
Kapital Bank,39.158184332686254,45.44564362722187
Kapital Bank,41.72250002271381,46.40294357838069
Kapital Bank,41.7070445,46.4205046
Kapital Bank,39.77277796857929,47.61643873702003
Kapital Bank,39.45476366909407,48.54667824268275
Kapital Bank,40.38534386436442,47.12482790416756
Kapital Bank,39.4505998462988,48.54316788678726
Kapital Bank,39.211878038525526,48.505507763390796
Kapital Bank,38.94710820076387,45.63204367508405
Kapital Bank,40.52138939102746,46.0826557705699
Kapital Bank,39.44766767940643,47.33900228133563
Kapital Bank,40.57622576319756,45.810365649726116
Kapital Bank,40.67460512791116,46.36009218955952
Kapital Bank,40.677567095490694,46.3757143417757
Kapital Bank,40.68679798329542,46.36465239219415
Kapital Bank,40.69682926901757,46.32892270004127
Kapital Bank,40.677135540326354,46.359483996419655
Kapital Bank,40.60785959423708,46.78899175084084
Kapital Bank,40.64705452889146,47.74756350445836
Kapital Bank,40.58896381594055,46.31810149213119
Kapital Bank,40.0277316386113,48.935021781265874
Kapital Bank,41.46318854870102,48.7952546467025
Kapital Bank,41.43012451808228,48.81220821267798
Kapital Bank,41.460218553760335,48.79761773141673
Kapital Bank,40.45347336011024,49.74026801263433
Kapital Bank,41.62971078509723,48.68643880327065
Kapital Bank,39.86813577249739,48.05503323335416
Kapital Bank,39.87837870124703,48.08420046432352
Kapital Bank,40.78210599106184,48.155673622125434
Kapital Bank,39.39973122817569,45.113075768644705
Kapital Bank,39.36265821494384,45.07298086197821
Kapital Bank,40.35227745273703,48.16381651900576
Kapital Bank,40.32207215090601,48.1917499572622
Kapital Bank,41.422146594221026,46.91397377625641
Kapital Bank,41.08875063962994,45.356830657276625
Kapital Bank,41.3269081,45.0783005
Kapital Bank,40.97644197710667,47.844286727427644
Kapital Bank,40.979726514644724,47.829412605615175
Kapital Bank,40.52867227110556,48.93762597337871
Kapital Bank,41.35886907199199,48.50358601896769
Kapital Bank,41.36449176852465,48.55519641580866
Kapital Bank,41.41867218544334,48.41677651884182
Kapital Bank,40.10224647658172,47.51856932442378
Kapital Bank,38.77001002608787,48.42031642617513
Kapital Bank,38.75330232223717,48.85279121413192
Kapital Bank,38.73027405145033,48.77626394237507
Kapital Bank,39.02891892708028,48.66418751613544
Kapital Bank,39.02003025914203,48.69205344748384
Kapital Bank,40.770950,47.042714
Kapital Bank,40.77114592869218,47.03533168048879
Kapital Bank,40.50580209866929,46.81394379963507
Kapital Bank,38.95621689297143,45.633928710620104
Kapital Bank,39.21275539195221,45.410540535260346
Kapital Bank,39.2490196,45.3372841
Kapital Bank,39.2210045,45.4047089
Kapital Bank,39.389006958508325,49.24675054072597
Kapital Bank,41.071784140564404,47.46331213415401
Kapital Bank,38.904046128856244,46.02027034872708
Kapital Bank,39.93903997841445,48.37259646626233
Kapital Bank,39.95325897188949,48.93574599714999
Kapital Bank,39.59734201756883,48.98481686076884
Kapital Bank,39.61470622296784,48.97354019887634
Kapital Bank,40.76560935188677,46.40473204927059
Kapital Bank,39.723693161759364,44.84971896116675
Kapital Bank,39.66237925904549,44.81220123630025
Kapital Bank,41.07585949564536,49.112976834124865
Kapital Bank,40.580114433475366,49.67256649045884
Kapital Bank,40.59055912930536,49.666938833588176
Kapital Bank,40.58719020497324,49.66478244004734
Kapital Bank,40.58589251948316,49.66773798730342
Kapital Bank,40.5678444,49.6914482
Kapital Bank,40.5847516,49.6704622
Kapital Bank,40.56009219864132,49.69668435427424
Kapital Bank,41.200777652233526,48.98304982871177
Kapital Bank,39.40505556592781,45.56864299632605
Kapital Bank,40.63338438363587,48.6428409800835
Kapital Bank,40.61320234801101,48.664303921133246
Kapital Bank,41.199257108700415,47.177159019864916
Kapital Bank,41.156853432501755,47.181120130719634
Kapital Bank,40.82901953985266,46.02380656096423
Kapital Bank,39.556559136351794,44.98560547330853
Kapital Bank,39.95255058598073,48.944077896131084
Kapital Bank,40.992073705598344,45.61739874340583
Kapital Bank,40.98150835610008,45.65759597834275
Kapital Bank,40.342265529585035,46.930119220173864
Kapital Bank,40.509685698832925,47.65437766144721
Kapital Bank,38.9033775,48.2338562
Kapital Bank,40.616462257939624,47.147917265580915
Kapital Bank,41.63048189140788,46.63924008209484
Kapital Bank,40.22066202323987,47.71016726963062
Kapital Bank,39.17812144783559,46.75868073243745
Kapital Bank,39.816888038836915,46.75264988079478
Premium Bank,40.404526,49.857265
Premium Bank,40.375477,49.848900
Premium Bank,40.468369,50.053024
Premium Bank,40.397141,49.825100
Premium Bank,40.468891,50.053024
Premium Bank,40.739323,46.300507
Premium Bank,38.758099,48.806591
Premium Bank,40.981972,47.853699
Rabita Bank,40.37937983314103,49.84450178745809
Rabita Bank,40.402812,49.868525
Rabita Bank,40.385775,49.9602
Rabita Bank,40.37756723898722,49.843186381602976
Rabita Bank,40.407419,49.861565
Rabita Bank,40.3853403,49.8286822
Rabita Bank,39.025935,48.6649891
Rabita Bank,40.259789054188076,49.65171487116394
Rabita Bank,40.5674995,48.3914138
Rabita Bank,40.3948169,49.8705495
Rabita Bank,40.38287,49.871269
Rabita Bank,40.0497807,47.4599352
Rabita Bank,39.955021,48.944633
Rabita Bank,40.830135,46.0237627
Rabita Bank,40.36702,49.83
Rabita Bank,41.464403588901526,48.80207008137359
Rabita Bank,41.4305898,48.4383693
Rabita Bank,40.40622953166509,49.812888896664745
Rabita Bank,40.63751,48.63542
Rabita Bank,40.69109067764315,46.36669081372618
Rabita Bank,41.20131,47.1776499
Rabita Bank,41.362279669812516,48.52866521998275
Rabita Bank,40.34626,48.15505
Rabita Bank,38.75260115858148,48.851648189585276
Rabita Bank,40.59713,49.67478
Rabita Bank,40.3842506,49.8039883
Rabita Bank,39.20972,45.4081799
Rabita Bank,40.99017546598266,45.61964471041456
Rabita Bank,40.374489,47.118984
Rabita Bank,39.8139286,46.751007
Rabita Bank,40.390879,49.906559
VTB Bank,40.391224,49.862526
VTB Bank,40.377575,49.843521
VTB Bank,40.401581,49.852230
VTB Bank,40.681568,46.358612
VTB Bank,40.411877,49.942364
VTB Bank,40.409683,49.814976
Xalq Bank,40.37684093623348,49.8203690978759
Xalq Bank,40.4217355,49.9968877
Xalq Bank,40.373421,49.845421
Xalq Bank,40.376850,49.848148
Xalq Bank,40.410671,49.942631
Xalq Bank,40.387157,49.961990
Xalq Bank,40.404926,49.804379
Xalq Bank,40.398659,49.833404
Xalq Bank,40.379780,49.883236
Xalq Bank,40.675846,46.358421
Xalq Bank,41.632965,46.651352
Xalq Bank,39.377796,49.245377
Xalq Bank,40.771534,47.046772
Xalq Bank,39.210655,48.504318
Xalq Bank,40.610424,47.147102
Xalq Bank,41.463463,48.806805
Xalq Bank,41.209164,48.994358
Xalq Bank,41.088779,45.354904
Xalq Bank,40.791603,48.155460
Xalq Bank,41.362530,48.524834
Xalq Bank,41.423927,48.426739
Xalq Bank,40.637798,48.636768
Xalq Bank,41.202698,47.177700
Xalq Bank,38.754158,48.855434
Xalq Bank,40.833984,46.023399
Xalq Bank,39.954517,48.936035
Xalq Bank,40.585751,49.684441
Xalq Bank,41.070374,49.116631
Xalq Bank,40.988838,45.618156
Xalq Bank,40.649593,47.746639
Xalq Bank,40.37210511482167,49.84967310634824
Yelo Bank,40.403065,49.806690
Yelo Bank,40.371250,49.845016
Yelo Bank,40.390068,49.802959
Yelo Bank,40.473045,49.948151
Yelo Bank,40.378178,49.846416
Yelo Bank,40.375111,49.818783
Yelo Bank,40.410072,49.847126
Yelo Bank,40.399216,49.950325
Yelo Bank,40.386639,49.958248
Yelo Bank,40.486038,50.129776
Yelo Bank,40.330994,49.783878
Yelo Bank,40.584908,49.679775
Yelo Bank,39.587204,48.977547
Yelo Bank,41.465351,48.803127
Yelo Bank,40.980186,47.850704
Yelo Bank,40.682480,46.358440
Yelo Bank,40.053253,47.440228
Yelo Bank,38.752934,48.851913
Yelo Bank,39.025009,48.667622
Yelo Bank,40.979584,45.617321
Yelo Bank,40.384602,47.124157
Yelo Bank,40.640057,48.638390
Unibank,39.7719,47.6117
Unibank,40.3253,49.7803
Unibank,40.4255,49.8434
Unibank,41.0004,45.6083
Unibank,40.3845,47.1243
Unibank,40.4556,49.7405
Unibank,41.3626,48.5283
Unibank,41.194,47.1742
Unibank,38.7558,48.8503
Unibank,40.8302,46.0212
Unibank,40.7693,47.0537
Unibank,40.3839,49.824
Unibank,40.6814,46.3588
Unibank,40.688,46.3849
Unibank,40.7846,48.1497
Unibank,40.411,49.9421
Unibank,40.3999,49.8668
Unibank,40.5818,49.6814
Unibank,40.4076,49.8116
Unibank,40.3859,49.9545
Unibank,40.3797,49.8537
Unibank,40.3916,49.8029
Unibank,40.3667,49.8214
Unibank,40.3723,49.8449
Unibank,40.4184,49.9634
Unibank,40.4087,49.8631
Unibank,40.4875,50.1608
Unibank,39.5893,48.9748
Unibank,41.4638,48.8018
Unibank,40.419,49.9306
Unibank,40.4087,49.8631
Unibank,38.7558,48.8503
Unibank,40.3828,47.1243
Unibank,40.4875,50.1608
Unibank,39.5893,48.9748
Unibank,41.4638,48.8018
AzerTurk Bank,40.3970232932525,49.8264375
AzerTurk Bank,40.40956358857328,49.80787605894584
AzerTurk Bank,40.37694122371889,49.85531254602257
AzerTurk Bank,40.36111915323849,49.834063471164775
AzerTurk Bank,40.371399030172846,49.84228214417607
AzerTurk Bank,40.401255898721175,49.80603553936765
AzerTurk Bank,40.372597631291455,49.81967080312418
AzerTurk Bank,40.3841467259977,49.82888696931828
AzerTurk Bank,40.382718806154756,49.873079078480785
AzerTurk Bank,40.38561187004786,49.8036752625767
AzerTurk Bank,40.3970232932525,49.8264375
AzerTurk Bank,40.37836033188881,49.86848132684846
AzerTurk Bank,40.32024,49.75494
AzerTurk Bank,40.58965481066812,49.66779403602434
AzerTurk Bank,40.67046258078339,46.36269325315961
AzerTurk Bank,39.959408674838805,48.94704480738602
AzerTurk Bank,39.21467482492664,45.41151436818064
AFB,40.3745514,49.8238376
AFB,40.3755885,49.8328009
AFB,40.3722855,49.8379362
AFB,40.3755885,49.8328009
AFB,40.7039350,49.6576930
AFB,40.6798083,46.3597178
AFB,40.9436064,47.8213377
Express Bank,40.405129980331,49.84901261056
Express Bank,40.37615053253,49.842804197306
Express Bank,40.37546560702,49.812403654977
Express Bank,40.400919445075,49.806109583813
Express Bank,40.383617572576,49.878068681965
Express Bank,40.385971182729,49.95434182799
Express Bank,40.407588921959,49.938153926143
Express Bank,40.299815164115,49.754649078039
Express Bank,40.589987531221,49.676478654984
Express Bank,40.680771859408,46.358166572176
Express Bank,40.769319889898,47.053370168484
Express Bank,40.380972079637,47.124450639636
Express Bank,39.967815545675,48.943271476409
Express Bank,41.431608401451,48.440654239671
Express Bank,41.466572093906,48.804661194295
Express Bank,38.753263,48.852664
Turan Bank,40.3755885,49.8328009
Turan Bank,40.3770942,49.8532863
Turan Bank,40.3755885,49.8328009
Turan Bank,40.3755885,49.8328009
Turan Bank,40.3755885,49.8328009
Turan Bank,40.3755885,49.8328009
Turan Bank,40.3755885,49.8328009
Turan Bank,40.6798083,46.3597178
Turan Bank,41.6307469,46.6435449
Turan Bank,40.7039350,49.6576930
Turan Bank,40.9925050,45.6159428
Turan Bank,41.1980651,45.5280953
Turan Bank,41.4655339,48.8011599
Turan Bank,39.2103933,48.5050593
Turan Bank,40.0505440,47.4607462
Turan Bank,40.6494415,47.7412208
Turan Bank,41.0911532,45.3610290
Turan Bank,40.4531707,49.7454579
Turan Bank,40.3755885,49.8328009
Yapi Kredi Bank,40.3755885,49.8328009
Yapi Kredi Bank,40.3853619,49.8288542
Yapi Kredi Bank,40.3755885,49.8328009
Yapi Kredi Bank,40.5741050,49.6417905
Yapi Kredi Bank,40.3867268,49.9548306
Yapi Kredi Bank,40.3726563,49.8396752
Yapi Kredi Bank,40.3729379,49.8479199
Yapi Kredi Bank,40.3950964,49.8603743
Ziraat Bank,40.3869432,49.8429755
Ziraat Bank,40.3755885,49.8328009
Ziraat Bank,40.4053996,49.8675283
Ziraat Bank,40.6798083,46.3597178
Ziraat Bank,41.3575808,48.4997878
Ziraat Bank,39.2174970,45.4069671
Ziraat Bank,40.4190845,49.9245723
Ziraat Bank,40.3755885,49.8328009
Ziraat Bank,40.3769031,49.8408392
Ziraat Bank,40.7039350,49.6576930
Pasha Bank,40.3706625,49.8391633
Pasha Bank,40.4373767,49.7235103
Pasha Bank,40.3757723,49.8620964
Pasha Bank,40.3713060,49.9850706
Pasha Bank,40.3266072,49.7766034
Pasha Bank,40.6760023,46.3559534
Pasha Bank,41.6201812,46.6510403
Pasha Bank,41.1880893,48.3721452
BTB,40.3875256,49.8662766
BTB,40.3968257,49.8629681
BTB,40.4667969,49.8435877
BTB,40.3938109,49.9539603
BTB,40.5366868,50.0195463
BTB,40.6798083,46.3597178
BTB,40.4373767,49.7235103
BTB,40.7039350,49.6576930
